Booking_ID,Date,Time,Customer_ID,Driver_ID,Vehicle_ID,City,Booking_Status,Distance_km,Fare_Amount,Payment_Type
BOOK_635,2026-02-09,19:07:11,CUST_575,DRV_22,VEH_221,Kolkata,Completed,13.74,231.92,Card
BOOK_636,2025-04-18,21:28:27,CUST_46,DRV_201,VEH_252,Hyderabad,Completed,8.23,219.79,UPI
BOOK_637,2025-10-08,12:57:06,CUST_309,DRV_62,VEH_126,Bangalore,Completed,14.41,237.62,UPI
BOOK_638,2025-12-12,20:17:25,CUST_110,DRV_100,VEH_266,Bangalore,Completed,7.97,180.74,UPI
BOOK_639,2025-04-22,09:49:55,CUST_364,DRV_100,VEH_2,Mumbai,Completed,17.23,428.28,Wallet
BOOK_640,2025-04-21,22:48:48,CUST_107,DRV_88,VEH_119,Hyderabad,Completed,6.02,121.43,UPI
BOOK_641,2025-07-28,10:44:59,CUST_578,DRV_122,VEH_35,Mumbai,Cancelled,4.02,103.71,Card
BOOK_642,2025-11-17,21:03:03,CUST_602,DRV_240,VEH_261,Delhi,Cancelled,16.8,342.53,UPI
BOOK_643,2025-05-28,10:50:08,CUST_236,DRV_252,VEH_121,Pune,Completed,13.54,299.76,UPI
BOOK_644,2025-07-29,22:49:20,CUST_662,DRV_167,VEH_106,Hyderabad,Completed,3.54,75.55,Cash
BOOK_645,2025-08-24,08:03:46,CUST_1,DRV_206,VEH_74,Hyderabad,Completed,17.93,366.65,Cash
BOOK_646,2025-07-23,00:32:30,CUST_230,DRV_138,VEH_192,Pune,Completed,18.64,242.73,Wallet
BOOK_647,2025-08-27,03:23:15,CUST_614,DRV_170,VEH_158,Pune,Completed,14.32,349.75,Card
BOOK_648,2025-05-20,04:46:41,CUST_307,DRV_175,VEH_41,Delhi,Completed,17.77,295.14,UPI
BOOK_649,2025-04-04,20:59:26,CUST_38,DRV_39,VEH_278,Delhi,Completed,7.09,105.5,Wallet
BOOK_650,2026-02-16,19:59:42,CUST_23,DRV_228,VEH_114,Kolkata,Completed,17.98,371.84,Card
BOOK_651,2025-08-17,06:41:45,CUST_676,DRV_37,VEH_39,Hyderabad,Completed,12.28,306.25,UPI
BOOK_652,2025-06-19,22:52:57,CUST_444,DRV_5,VEH_243,Ahmedabad,Completed,5.76,80.76,Card
BOOK_653,2025-04-12,20:05:56,CUST_38,DRV_49,VEH_273,Ahmedabad,Completed,7.57,160.74,UPI
BOOK_654,2025-10-27,17:20:48,CUST_581,DRV_194,VEH_117,Delhi,Completed,19.92,479.82,UPI
BOOK_655,2025-10-19,08:49:07,CUST_535,DRV_16,VEH_21,Hyderabad,Cancelled,8.34,199.81,Wallet
BOOK_656,2025-06-04,21:59:36,CUST_344,DRV_256,VEH_103,Pune,Completed,12.19,249.67,UPI
BOOK_657,2025-09-04,17:53:10,CUST_324,DRV_246,VEH_106,Mumbai,Completed,12.82,144.11,Wallet
BOOK_658,2025-09-17,17:23:21,CUST_570,DRV_98,VEH_23,Mumbai,Completed,19.82,241.19,UPI
BOOK_659,2025-04-03,01:29:42,CUST_581,DRV_200,VEH_288,Hyderabad,Completed,13.79,351.67,Wallet
BOOK_660,2026-02-11,19:51:30,CUST_542,DRV_223,VEH_285,Mumbai,Completed,8.73,195.25,UPI
BOOK_661,2025-06-03,10:11:39,CUST_601,DRV_60,VEH_218,Ahmedabad,Completed,3.78,74.96,Wallet
BOOK_662,2025-07-15,19:33:24,CUST_72,DRV_198,VEH_96,Mumbai,No Show,14.33,309.15,UPI
BOOK_663,2025-10-28,22:30:17,CUST_323,DRV_276,VEH_131,Delhi,Completed,18.43,444.12,UPI
BOOK_664,2025-07-01,07:04:22,CUST_366,DRV_174,VEH_287,Kolkata,Completed,8.56,179.76,UPI
BOOK_665,2026-01-31,21:59:45,CUST_234,DRV_148,VEH_109,Mumbai,Completed,5.63,83.82,Cash
BOOK_666,2025-09-10,11:55:23,CUST_144,DRV_67,VEH_228,Delhi,Completed,18.8,368.62,Wallet
BOOK_667,2026-01-18,22:41:37,CUST_116,DRV_271,VEH_137,Bangalore,Completed,3.59,104.63,Cash
BOOK_668,2025-10-16,21:31:22,CUST_622,DRV_240,VEH_1,Pune,Completed,5.48,112.65,UPI
BOOK_669,2025-10-01,12:32:30,CUST_201,DRV_57,VEH_145,Mumbai,Completed,16.62,215.85,Cash
BOOK_670,2025-07-09,02:00:25,CUST_646,DRV_230,VEH_241,Hyderabad,Completed,15.5,179.79,Wallet
BOOK_671,2025-10-01,02:05:51,CUST_96,DRV_39,VEH_190,Hyderabad,Completed,19.49,474.48,Wallet
BOOK_672,2025-04-06,16:15:28,CUST_342,DRV_276,VEH_133,Bangalore,Completed,16.77,276.66,UPI
BOOK_673,2025-09-22,20:22:42,CUST_12,DRV_66,VEH_73,Mumbai,Completed,16.3,400.29,UPI
BOOK_674,2026-03-10,08:53:49,CUST_258,DRV_151,VEH_39,Delhi,Completed,7.42,199.67,UPI
BOOK_675,2025-08-09,20:19:55,CUST_400,DRV_124,VEH_178,Mumbai,Completed,9.46,202.38,UPI
BOOK_676,2026-03-02,17:40:40,CUST_295,DRV_201,VEH_240,Mumbai,No Show,18.57,375.72,Wallet
BOOK_677,2026-01-16,09:41:16,CUST_237,DRV_178,VEH_294,Bangalore,Completed,9.58,166.13,UPI
BOOK_678,2025-10-14,04:01:01,CUST_230,DRV_195,VEH_223,Delhi,Completed,2.41,100.29,Cash
BOOK_679,2026-02-28,08:20:07,CUST_179,DRV_205,VEH_99,Kolkata,Completed,3.96,84.99,UPI
BOOK_680,2025-10-17,18:18:56,CUST_656,DRV_119,VEH_220,Mumbai,Completed,5.69,90.5,Cash
BOOK_681,2025-10-31,08:53:10,CUST_109,DRV_21,VEH_254,Bangalore,No Show,19.34,239.8,Cash
BOOK_682,2025-10-14,20:54:28,CUST_514,DRV_144,VEH_36,Delhi,Completed,13.32,146.61,Cash
BOOK_683,2026-02-21,21:02:16,CUST_340,DRV_225,VEH_9,Kolkata,Completed,11.09,213.84,Cash
BOOK_684,2025-07-31,00:24:28,CUST_19,DRV_165,VEH_282,Pune,Completed,9.8,130.67,Wallet
BOOK_685,2025-07-17,01:58:45,CUST_445,DRV_209,VEH_74,Mumbai,Completed,7.15,194.76,Wallet
BOOK_686,2025-04-02,05:08:53,CUST_175,DRV_82,VEH_100,Mumbai,Completed,18.22,223.1,Wallet
BOOK_687,2025-07-10,18:39:23,CUST_239,DRV_83,VEH_28,Delhi,Cancelled,3.62,60.79,Card
BOOK_688,2025-10-14,22:41:21,CUST_455,DRV_20,VEH_73,Mumbai,Completed,7.76,213.46,UPI
BOOK_689,2025-10-04,20:04:22,CUST_522,DRV_6,VEH_142,Bangalore,Completed,15.47,269.81,UPI
BOOK_690,2025-07-26,09:02:06,CUST_515,DRV_62,VEH_144,Chennai,Completed,16.85,193.06,UPI
BOOK_691,2026-01-31,20:05:00,CUST_80,DRV_170,VEH_256,Delhi,Completed,9.88,218.32,Card
BOOK_692,2025-10-24,22:36:06,CUST_440,DRV_188,VEH_188,Bangalore,Completed,2.9,79.26,UPI
BOOK_693,2026-02-04,18:33:52,CUST_479,DRV_129,VEH_188,Delhi,Completed,18.98,210.63,UPI
BOOK_694,2025-07-22,20:41:10,CUST_12,DRV_3,VEH_174,Mumbai,Completed,2.54,90.21,UPI
BOOK_695,2025-08-24,09:39:32,CUST_337,DRV_175,VEH_78,Delhi,No Show,12.95,166.53,Card
BOOK_696,2025-07-23,17:30:24,CUST_434,DRV_198,VEH_21,Mumbai,Completed,16.05,195.05,Cash
BOOK_697,2025-05-31,19:43:18,CUST_208,DRV_140,VEH_163,Bangalore,Completed,17.75,371.28,Wallet
BOOK_698,2026-02-26,18:14:13,CUST_152,DRV_235,VEH_170,Delhi,Completed,17.28,294.58,Cash
BOOK_699,2025-06-05,19:17:45,CUST_12,DRV_243,VEH_67,Hyderabad,Completed,14.15,183.48,Wallet
BOOK_700,2025-04-20,20:52:03,CUST_474,DRV_238,VEH_109,Delhi,Completed,13.68,245.4,Card
BOOK_701,2026-02-01,18:15:08,CUST_148,DRV_81,VEH_107,Hyderabad,Completed,5.12,167.28,UPI
BOOK_702,2025-10-05,11:22:30,CUST_544,DRV_60,VEH_180,Chennai,Completed,4.83,83.15,Cash
BOOK_703,2025-05-01,08:13:23,CUST_341,DRV_224,VEH_168,Mumbai,No Show,11.99,297.59,Wallet
BOOK_704,2025-05-21,10:15:10,CUST_592,DRV_53,VEH_83,Pune,Completed,16.86,177.47,UPI
BOOK_705,2025-12-23,10:36:26,CUST_556,DRV_179,VEH_81,Pune,Completed,4.89,82.89,Card
BOOK_706,2026-02-04,19:47:35,CUST_542,DRV_32,VEH_148,Hyderabad,Cancelled,14.38,366.28,UPI
BOOK_707,2025-05-11,22:38:03,CUST_593,DRV_18,VEH_198,Chennai,Completed,16.48,273.79,Wallet
BOOK_708,2025-07-25,22:05:20,CUST_112,DRV_203,VEH_150,Delhi,Completed,15.83,342.81,UPI
BOOK_709,2026-02-11,10:03:33,CUST_148,DRV_94,VEH_240,Ahmedabad,Completed,15.6,258.73,Cash
BOOK_710,2025-12-16,19:17:13,CUST_15,DRV_91,VEH_45,Pune,Cancelled,16.33,221.29,UPI
BOOK_711,2026-03-12,18:47:11,CUST_511,DRV_122,VEH_235,Mumbai,Completed,11.67,158.98,Card
BOOK_712,2025-12-09,21:22:54,CUST_58,DRV_2,VEH_113,Bangalore,Cancelled,15.95,200.38,Cash
BOOK_713,2025-05-03,18:05:34,CUST_54,DRV_215,VEH_209,Ahmedabad,Completed,18.33,235.62,Card
BOOK_714,2025-10-21,22:41:28,CUST_176,DRV_85,VEH_37,Bangalore,Completed,6.45,109.56,Wallet
BOOK_715,2026-03-29,08:18:48,CUST_602,DRV_67,VEH_46,Delhi,Completed,8.07,123.35,UPI
BOOK_716,2026-02-07,11:41:56,CUST_383,DRV_174,VEH_293,Ahmedabad,Completed,10.81,132.03,Wallet
BOOK_717,2025-07-10,09:10:43,CUST_306,DRV_30,VEH_213,Chennai,Completed,19.41,226.35,Cash
BOOK_718,2026-03-22,19:29:37,CUST_413,DRV_40,VEH_68,Mumbai,Completed,2.75,93.35,Card
BOOK_719,2025-12-30,17:49:25,CUST_659,DRV_62,VEH_213,Delhi,Completed,17.31,368.22,Cash
BOOK_720,2025-05-21,17:37:12,CUST_448,DRV_199,VEH_188,Pune,Completed,18.28,202.69,Card
BOOK_721,2025-07-15,17:11:22,CUST_54,DRV_20,VEH_104,Pune,Completed,14.43,312.58,Card
BOOK_722,2025-08-21,18:28:38,CUST_303,DRV_129,VEH_12,Kolkata,Completed,5,98.17,Wallet
BOOK_723,2025-10-19,07:41:48,CUST_526,DRV_23,VEH_80,Mumbai,Completed,7.89,194.71,Card
BOOK_724,2025-08-06,20:50:19,CUST_380,DRV_138,VEH_152,Hyderabad,Completed,19.7,253.59,Cash
BOOK_725,2025-12-05,17:40:09,CUST_273,DRV_253,VEH_134,Bangalore,Completed,16.39,351.38,UPI
BOOK_726,2026-01-07,22:43:55,CUST_100,DRV_39,VEH_300,Pune,Completed,14.45,154.24,Cash
BOOK_727,2025-08-05,20:32:18,CUST_505,DRV_110,VEH_221,Delhi,Completed,7.21,217.32,Card
BOOK_728,2025-05-04,02:47:45,CUST_602,DRV_52,VEH_224,Chennai,Completed,2.03,54.57,UPI
BOOK_729,2025-06-29,18:17:24,CUST_286,DRV_269,VEH_300,Delhi,Cancelled,9.92,172.44,UPI
BOOK_730,2025-12-05,17:14:34,CUST_513,DRV_92,VEH_101,Delhi,Completed,2.05,78.4,Card
BOOK_731,2025-04-16,20:25:22,CUST_489,DRV_92,VEH_174,Chennai,Cancelled,6.05,94.32,UPI
BOOK_732,2025-06-14,20:05:07,CUST_29,DRV_221,VEH_278,Delhi,Completed,4.14,101.45,Cash
BOOK_733,2025-11-11,17:37:09,CUST_616,DRV_197,VEH_161,Mumbai,Completed,15.04,185.67,Card
BOOK_734,2025-05-15,15:04:17,CUST_250,DRV_274,VEH_268,Bangalore,Completed,17.04,271.59,UPI
BOOK_735,2025-09-22,18:28:34,CUST_324,DRV_16,VEH_241,Bangalore,Completed,18.49,290.31,Cash
BOOK_736,2025-10-08,19:18:29,CUST_448,DRV_116,VEH_30,Delhi,Completed,6.55,100.4,Card
BOOK_737,2026-03-19,22:44:16,CUST_592,DRV_83,VEH_5,Kolkata,Completed,11.27,192.44,UPI
BOOK_738,2026-02-22,22:40:56,CUST_41,DRV_32,VEH_64,Delhi,Completed,16.91,356.31,UPI
BOOK_739,2025-11-13,19:00:49,CUST_45,DRV_19,VEH_271,Delhi,Completed,16,271.21,UPI
BOOK_740,2025-09-16,13:35:37,CUST_167,DRV_42,VEH_284,Mumbai,Completed,13.96,363.34,Card
BOOK_741,2025-11-25,18:47:27,CUST_627,DRV_156,VEH_43,Pune,Completed,16.78,287.41,Card
BOOK_742,2026-02-11,14:00:56,CUST_566,DRV_27,VEH_293,Bangalore,Completed,9.36,205.96,UPI
BOOK_743,2026-03-23,17:54:16,CUST_535,DRV_231,VEH_99,Bangalore,No Show,3.47,104.63,UPI
BOOK_744,2025-05-10,11:32:38,CUST_297,DRV_136,VEH_190,Delhi,Completed,17.56,280.38,Cash
BOOK_745,2025-05-29,11:55:12,CUST_364,DRV_55,VEH_173,Delhi,Completed,7.9,101.12,UPI
BOOK_746,2025-11-19,20:57:10,CUST_133,DRV_80,VEH_82,Delhi,Completed,9.74,252.52,Card
BOOK_747,2025-05-21,11:09:30,CUST_118,DRV_189,VEH_167,Delhi,Completed,7.95,225.76,Card
BOOK_748,2025-11-22,14:45:22,CUST_79,DRV_119,VEH_180,Bangalore,Completed,2.71,105.22,UPI
BOOK_749,2026-01-31,21:45:26,CUST_603,DRV_271,VEH_2,Ahmedabad,Completed,5.99,167.61,Cash
BOOK_750,2025-08-02,11:03:03,CUST_415,DRV_45,VEH_165,Delhi,Completed,13.99,255.82,UPI
BOOK_751,2025-08-21,21:23:00,CUST_413,DRV_90,VEH_298,Delhi,No Show,10.06,183.52,UPI
BOOK_752,2025-12-08,11:13:20,CUST_225,DRV_120,VEH_216,Mumbai,Completed,6.8,209.34,Cash
BOOK_753,2025-06-25,20:26:32,CUST_442,DRV_267,VEH_229,Bangalore,Completed,17.96,213.73,Card
BOOK_754,2025-11-14,22:25:33,CUST_194,DRV_27,VEH_147,Bangalore,Completed,6.33,176.07,Card
BOOK_755,2025-04-27,22:12:22,CUST_118,DRV_243,VEH_105,Delhi,Completed,8.63,220.58,Card
BOOK_756,2026-03-22,13:06:10,CUST_229,DRV_264,VEH_148,Delhi,Completed,10.59,196.06,UPI
BOOK_757,2025-05-24,11:14:55,CUST_177,DRV_43,VEH_24,Hyderabad,Cancelled,6.03,161.74,Cash
BOOK_758,2025-09-03,08:46:11,CUST_640,DRV_265,VEH_78,Chennai,Completed,17.61,282.17,Card
BOOK_759,2026-01-09,17:48:22,CUST_505,DRV_246,VEH_88,Delhi,Completed,13.92,239.46,Cash
BOOK_760,2026-01-11,06:05:29,CUST_430,DRV_84,VEH_159,Chennai,Completed,17.14,414.59,UPI
BOOK_761,2025-09-27,08:23:46,CUST_453,DRV_133,VEH_83,Pune,Completed,9.45,168.4,Cash
BOOK_762,2025-07-12,17:56:49,CUST_649,DRV_132,VEH_62,Delhi,Cancelled,17.98,365.51,Cash
BOOK_763,2025-08-09,22:50:37,CUST_321,DRV_3,VEH_152,Delhi,Completed,2.3,89.28,Wallet
BOOK_764,2025-12-10,08:16:18,CUST_275,DRV_157,VEH_170,Delhi,Cancelled,18.01,196.77,Cash
BOOK_765,2026-01-28,11:16:17,CUST_491,DRV_72,VEH_126,Chennai,Completed,11.33,167.31,Cash
BOOK_766,2025-08-15,15:16:17,CUST_670,DRV_49,VEH_234,Kolkata,Completed,9.63,121.01,UPI
BOOK_767,2025-06-29,21:11:43,CUST_288,DRV_249,VEH_273,Mumbai,Completed,16.44,276.3,UPI
BOOK_768,2025-09-19,04:54:21,CUST_399,DRV_245,VEH_189,Hyderabad,Completed,3.06,90.96,Cash
BOOK_769,2025-11-29,19:23:07,CUST_210,DRV_85,VEH_300,Delhi,Completed,4.35,100.29,Cash
BOOK_770,2025-06-23,17:59:22,CUST_254,DRV_44,VEH_89,Bangalore,Completed,5.4,157.31,Cash
BOOK_771,2025-05-28,22:18:49,CUST_110,DRV_164,VEH_64,Delhi,Completed,9.25,201.38,UPI
BOOK_772,2025-11-13,21:28:16,CUST_689,DRV_16,VEH_65,Pune,Completed,16.69,226.34,UPI
BOOK_773,2025-08-09,18:10:46,CUST_236,DRV_16,VEH_200,Mumbai,Cancelled,2.8,92.5,UPI
BOOK_774,2025-05-30,22:44:20,CUST_600,DRV_83,VEH_14,Chennai,Completed,10.41,128.65,Wallet
BOOK_775,2026-01-19,19:12:07,CUST_530,DRV_10,VEH_195,Hyderabad,Completed,11.65,249.1,Cash
BOOK_776,2025-04-08,21:21:46,CUST_598,DRV_212,VEH_281,Mumbai,Completed,8.39,127.13,Card
BOOK_777,2025-07-19,11:40:45,CUST_649,DRV_88,VEH_39,Chennai,Completed,15.19,322.65,Cash
BOOK_778,2025-12-08,17:29:12,CUST_523,DRV_241,VEH_246,Kolkata,Completed,15.76,164.81,Cash
BOOK_779,2026-03-18,09:41:54,CUST_620,DRV_249,VEH_277,Chennai,Completed,5.95,146.58,Cash
BOOK_780,2026-01-27,17:36:42,CUST_245,DRV_8,VEH_202,Mumbai,Completed,11.2,165.68,UPI
BOOK_781,2025-08-01,08:22:56,CUST_354,DRV_25,VEH_49,Mumbai,Completed,12.65,178.22,UPI
BOOK_782,2025-04-26,09:55:23,CUST_295,DRV_154,VEH_197,Delhi,Completed,14.92,252.01,Card
BOOK_783,2025-12-18,17:12:42,CUST_157,DRV_201,VEH_200,Mumbai,Completed,18.73,299.01,UPI
BOOK_784,2025-10-18,17:52:36,CUST_596,DRV_172,VEH_215,Delhi,Completed,15.78,377.77,UPI
BOOK_785,2025-09-16,10:56:19,CUST_191,DRV_52,VEH_278,Delhi,No Show,4.92,125.7,Wallet
BOOK_786,2025-11-16,08:30:24,CUST_358,DRV_245,VEH_250,Hyderabad,Completed,7.76,201.34,UPI
BOOK_787,2025-11-27,09:51:19,CUST_252,DRV_237,VEH_128,Bangalore,Completed,18.09,367.67,UPI
BOOK_788,2025-10-20,05:59:22,CUST_535,DRV_168,VEH_60,Mumbai,Cancelled,11.36,158.91,UPI
BOOK_789,2025-09-22,22:29:28,CUST_254,DRV_103,VEH_6,Delhi,Completed,2.95,88.31,Card
BOOK_790,2025-11-07,11:41:48,CUST_409,DRV_251,VEH_159,Pune,Completed,19.2,185.78,UPI
BOOK_791,2026-03-02,02:39:49,CUST_433,DRV_215,VEH_90,Hyderabad,No Show,11.39,259.83,Cash
BOOK_792,2025-11-07,16:59:51,CUST_110,DRV_22,VEH_170,Bangalore,Completed,8.8,165.28,Cash
BOOK_793,2025-12-01,10:06:52,CUST_176,DRV_254,VEH_286,Delhi,Completed,6.02,115.79,Cash
BOOK_794,2025-10-23,21:48:29,CUST_453,DRV_146,VEH_285,Chennai,Completed,11.9,210.55,UPI
BOOK_795,2025-05-24,18:00:50,CUST_42,DRV_170,VEH_235,Ahmedabad,Completed,3.88,116.85,Card
BOOK_796,2025-04-07,21:07:44,CUST_10,DRV_244,VEH_280,Mumbai,Completed,19.19,197.82,UPI
BOOK_797,2025-12-28,10:48:28,CUST_433,DRV_183,VEH_25,Delhi,Completed,5.82,80.68,UPI
BOOK_798,2026-02-14,09:49:24,CUST_532,DRV_172,VEH_56,Mumbai,Completed,7.34,123.12,Wallet
BOOK_799,2025-10-10,17:37:39,CUST_461,DRV_167,VEH_63,Bangalore,Completed,7.65,125.87,UPI
BOOK_800,2025-04-02,08:42:55,CUST_272,DRV_261,VEH_215,Delhi,Completed,6.65,114.69,Card
BOOK_801,2026-03-14,10:59:03,CUST_363,DRV_246,VEH_100,Mumbai,Completed,7,166.72,Wallet
BOOK_802,2025-10-09,18:50:41,CUST_620,DRV_56,VEH_101,Mumbai,Cancelled,9.44,169.04,UPI
BOOK_803,2025-06-23,09:30:32,CUST_83,DRV_125,VEH_156,Delhi,Completed,4.08,123.82,Card
BOOK_804,2025-07-16,17:32:19,CUST_646,DRV_33,VEH_45,Mumbai,Completed,8.41,99.36,UPI
BOOK_805,2025-05-28,21:24:25,CUST_321,DRV_180,VEH_254,Bangalore,Completed,18.94,463.42,UPI
BOOK_806,2025-10-18,17:36:56,CUST_99,DRV_140,VEH_243,Ahmedabad,Cancelled,6.59,194.46,Cash
BOOK_807,2025-09-21,20:17:28,CUST_622,DRV_73,VEH_277,Bangalore,Cancelled,13.94,364.88,Cash
BOOK_808,2025-08-27,19:11:37,CUST_434,DRV_6,VEH_19,Bangalore,Completed,18.43,446.22,Card
BOOK_809,2025-08-24,19:48:32,CUST_77,DRV_149,VEH_151,Chennai,Completed,6.81,142.89,UPI
BOOK_810,2026-01-27,10:19:24,CUST_350,DRV_210,VEH_276,Chennai,Completed,2.61,70.3,Wallet
BOOK_811,2025-10-19,21:17:28,CUST_100,DRV_264,VEH_51,Bangalore,Completed,3.18,102.22,UPI
BOOK_812,2025-06-19,18:04:53,CUST_577,DRV_240,VEH_285,Pune,Completed,7.26,109.68,Cash
BOOK_813,2025-10-16,17:15:53,CUST_28,DRV_243,VEH_250,Ahmedabad,Completed,17.47,192.43,UPI
BOOK_814,2025-08-27,20:03:31,CUST_554,DRV_202,VEH_221,Delhi,Completed,14.23,159.68,UPI
BOOK_815,2025-06-22,21:41:28,CUST_362,DRV_51,VEH_252,Delhi,Completed,10.83,250.78,Card
BOOK_816,2025-07-18,20:59:50,CUST_172,DRV_99,VEH_176,Bangalore,Completed,8.65,248.19,Card
BOOK_817,2026-03-02,21:47:06,CUST_437,DRV_238,VEH_62,Ahmedabad,Completed,9.15,183.71,Card
BOOK_818,2025-06-05,17:07:22,CUST_238,DRV_262,VEH_78,Chennai,Cancelled,2.47,71.65,UPI
BOOK_819,2025-04-27,10:16:15,CUST_71,DRV_90,VEH_199,Kolkata,Completed,10.51,131.73,Card
BOOK_820,2026-03-14,09:42:26,CUST_512,DRV_157,VEH_3,Ahmedabad,Completed,3.69,63.98,UPI
BOOK_821,2025-06-17,18:06:33,CUST_373,DRV_276,VEH_189,Delhi,Completed,11.59,310.65,UPI
BOOK_822,2026-03-19,20:33:14,CUST_147,DRV_204,VEH_222,Delhi,Completed,3.01,83.77,UPI
BOOK_823,2026-01-08,21:54:06,CUST_688,DRV_228,VEH_75,Mumbai,Completed,19.85,469.19,Card
BOOK_824,2025-12-16,18:05:05,CUST_41,DRV_252,VEH_83,Mumbai,Cancelled,17.45,232.61,UPI
BOOK_825,2025-10-28,14:56:08,CUST_198,DRV_247,VEH_166,Mumbai,Completed,15.21,173.99,Card
BOOK_826,2025-10-19,03:49:51,CUST_126,DRV_153,VEH_182,Bangalore,Completed,2.67,98.37,UPI
BOOK_827,2026-03-09,22:43:13,CUST_101,DRV_156,VEH_131,Delhi,Completed,11.53,123.3,UPI
BOOK_828,2025-09-24,22:45:30,CUST_437,DRV_216,VEH_143,Hyderabad,Completed,5.15,127.97,Cash
BOOK_829,2025-04-22,22:51:57,CUST_258,DRV_199,VEH_194,Mumbai,Completed,11.42,165.35,Wallet
BOOK_830,2025-12-27,20:51:55,CUST_251,DRV_130,VEH_283,Bangalore,Completed,17.66,227.9,UPI
BOOK_831,2025-09-10,08:20:29,CUST_196,DRV_40,VEH_35,Bangalore,Completed,11.11,276.85,Wallet
BOOK_832,2025-06-19,00:07:23,CUST_579,DRV_48,VEH_24,Chennai,Completed,7.7,224.57,Cash
BOOK_833,2025-05-24,11:54:25,CUST_259,DRV_68,VEH_1,Delhi,Completed,9.85,208.37,Card
BOOK_834,2025-09-23,20:18:35,CUST_620,DRV_137,VEH_71,Mumbai,Completed,11.69,309.51,Card
BOOK_835,2025-04-15,18:56:31,CUST_488,DRV_279,VEH_179,Pune,Completed,19.33,226.19,Wallet
BOOK_836,2026-02-23,08:44:08,CUST_597,DRV_91,VEH_196,Pune,Completed,8.49,183.95,Card
BOOK_837,2026-02-09,18:30:17,CUST_173,DRV_113,VEH_106,Ahmedabad,Completed,14.52,308.39,Card
BOOK_838,2025-07-01,18:45:18,CUST_333,DRV_238,VEH_185,Chennai,Completed,13.31,162.16,Cash
BOOK_839,2025-10-11,08:39:18,CUST_39,DRV_234,VEH_168,Hyderabad,Cancelled,5.02,128.07,Cash
BOOK_840,2025-04-07,22:52:06,CUST_92,DRV_156,VEH_293,Mumbai,Completed,9.58,265.26,Cash
BOOK_841,2025-11-01,20:20:50,CUST_490,DRV_266,VEH_269,Mumbai,Completed,18.59,441.4,Wallet
BOOK_842,2025-07-29,21:55:10,CUST_2,DRV_148,VEH_99,Mumbai,Completed,9.48,148.84,Card
BOOK_843,2025-05-25,21:56:36,CUST_672,DRV_33,VEH_68,Delhi,Completed,10.45,228.76,Card
BOOK_844,2025-11-15,18:27:30,CUST_513,DRV_59,VEH_244,Mumbai,Completed,8.72,179.88,UPI
BOOK_845,2025-08-12,05:45:15,CUST_364,DRV_151,VEH_110,Mumbai,Completed,4.57,115.78,UPI
BOOK_846,2025-09-06,11:40:23,CUST_212,DRV_237,VEH_158,Bangalore,Completed,2.65,111.5,Card
BOOK_847,2025-07-01,19:17:38,CUST_58,DRV_144,VEH_36,Kolkata,Completed,12.2,161.09,UPI
BOOK_848,2025-10-01,19:10:47,CUST_295,DRV_6,VEH_182,Mumbai,Completed,14.4,298.55,Cash
BOOK_849,2025-11-26,21:22:23,CUST_179,DRV_46,VEH_130,Pune,Completed,13.47,231.09,UPI
BOOK_850,2025-12-20,23:25:40,CUST_419,DRV_68,VEH_267,Delhi,Completed,6.58,175.16,UPI
BOOK_851,2025-06-25,21:01:31,CUST_75,DRV_171,VEH_25,Bangalore,Completed,13.76,359.26,UPI
BOOK_852,2025-05-29,11:45:52,CUST_492,DRV_208,VEH_71,Bangalore,Completed,9.73,138.24,Cash
BOOK_853,2025-08-31,22:27:38,CUST_254,DRV_107,VEH_228,Mumbai,Cancelled,18.68,303.1,Cash
BOOK_854,2025-11-11,21:34:17,CUST_125,DRV_250,VEH_95,Ahmedabad,Completed,11.22,204.7,Cash
BOOK_855,2025-10-30,22:02:32,CUST_211,DRV_10,VEH_230,Mumbai,Cancelled,7.85,203.35,UPI
BOOK_856,2025-12-23,10:00:42,CUST_470,DRV_87,VEH_5,Delhi,Completed,12.72,278.24,Card
BOOK_857,2025-09-27,22:06:08,CUST_505,DRV_98,VEH_82,Delhi,Completed,2.89,97.39,Card
BOOK_858,2025-06-03,18:27:58,CUST_680,DRV_139,VEH_72,Chennai,Completed,4.64,136.66,UPI
BOOK_859,2025-04-05,18:11:21,CUST_322,DRV_196,VEH_288,Delhi,Cancelled,2.07,86.67,Cash
BOOK_860,2025-12-24,05:35:14,CUST_234,DRV_219,VEH_137,Mumbai,Completed,3.56,93.87,UPI
BOOK_861,2025-04-30,11:50:20,CUST_384,DRV_113,VEH_188,Mumbai,Completed,15.55,198.41,UPI
BOOK_862,2025-05-01,07:33:44,CUST_482,DRV_257,VEH_232,Pune,Completed,17.18,184.6,Card
BOOK_863,2026-02-11,09:44:34,CUST_306,DRV_126,VEH_89,Mumbai,Completed,8.64,122.23,Wallet
BOOK_864,2025-07-25,17:35:37,CUST_516,DRV_156,VEH_198,Delhi,Completed,4.02,100.83,UPI
BOOK_865,2025-04-22,07:24:51,CUST_236,DRV_136,VEH_33,Chennai,Completed,3.73,83.07,Card
BOOK_866,2025-11-05,17:13:40,CUST_360,DRV_220,VEH_157,Ahmedabad,Completed,14.2,153.88,Cash
BOOK_867,2025-10-20,13:19:06,CUST_635,DRV_79,VEH_159,Bangalore,Completed,18.12,365.91,UPI
